SampleID,Kraken_Kept_Prop
MFS-1,0.9912473087827813
MFS-10,0.9919133370117915
MFS-100,0.9867904224399554
MFS-101,0.9868623078997256
MFS-102,0.9857293771299731
MFS-103,0.9873701065198119
MFS-104,0.9904434454229281
MFS-105,0.9906164329068076
MFS-106,0.9922844978526484
MFS-107,0.9908981407657937
MFS-108,0.9876906511207858
MFS-109,0.9905888148067065
MFS-11,0.9896714090811592
MFS-110,0.9911337608958816
MFS-111,0.9911319012234746
MFS-112,0.9922665554185027
MFS-113,0.9913854796579239
MFS-114,0.9887276918266864
MFS-115,0.989520239220029
MFS-116,0.9922225438892285
MFS-117,0.982727156205586
MFS-118,0.9864611252242225
MFS-119,0.9885817416793661
MFS-12,0.9912430989813015
MFS-120,0.9847145087225087
MFS-121,0.9895543991429107
MFS-122,0.9780694743431563
MFS-123,0.9882806198173781
MFS-124,0.9824449084537421
MFS-125,0.9844002969218847
MFS-126,0.9896856698413901
MFS-127,0.9843049200236923
MFS-128,0.9847667716072869
MFS-129,0.9881959346143558
MFS-13,0.991575737501847
MFS-130,0.9869196731166415
MFS-131,0.9853478375087432
MFS-132,0.9845132511160671
MFS-133,0.9843401714189225
MFS-134,0.9853870665142547
MFS-135,0.9869968340280009
MFS-136,0.9838375791169812
MFS-137,0.9827631067616903
MFS-138,0.9213023108319609
MFS-139,0.9825947531416663
MFS-14,0.9919125314939946
MFS-140,0.9846025369097585
MFS-141,0.9836976624060061
MFS-142,0.985656714775624
MFS-143,0.9857478820053258
MFS-144,0.9845999959177923
MFS-145,0.978299178992402
MFS-146,0.9807343851547062
MFS-147,0.9866638490941297
MFS-148,0.9894113000426061
MFS-149,0.9850077426261681
MFS-15,0.992090165243869
MFS-150,0.9873048308806485
MFS-151,0.9830042806997241
MFS-152,0.9864107361186082
MFS-153,0.984638646851175
MFS-154,0.9848214815334092
MFS-155,0.9854255136355826
MFS-156,0.9846176830237731
MFS-157,0.9684096784503666
MFS-158,0.9532249801129618
MFS-159,0.9817266158461526
MFS-16,0.9918490691850232
MFS-160,0.9847661247099331
MFS-161,0.9853315870111468
MFS-162,0.979267480704547
MFS-163,0.9760002568345328
MFS-164,0.984504603649561
MFS-165,0.9762281522125795
MFS-166,0.9867320792880433
MFS-167,0.9686496768118498
MFS-168,0.9782871094915301
MFS-169,0.9786135878930632
MFS-17,0.9917631831816169
MFS-170,0.9842450317629372
MFS-171,0.9853738870520425
MFS-172,0.982298202079497
MFS-173,0.9799987394800435
MFS-174,0.9811452978918294
MFS-175,0.985886557042519
MFS-176,0.9855220502292534
MFS-177,0.984722363381724
MFS-178,0.9855219276845401
MFS-18,0.9913124307377711
