pid,SE1,SE2,SASE1,SASE2,NumVar1,NumVar2,NumVar,OverlapVarSites,ChangeSites,SE_Diff,SASE_Diff,Abs_SASE_Diff,Coll2014,Freschi2020,Lineage,F2,NumVarDiff
T0002,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.2.1.1.1.1.1.1.i1,4,0.0055553470215082,0
T0003,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1,2.2.1.1.1,2,0.0061153174140943,0
T0004,0.28639695711595625,0.28639695711595625,0.40271691027876777,0.28639695711595625,1,1,2,0,2,0.0,-0.11631995316281152,0.11631995316281152,2.2.1.1,2.2.1.1.1,2,0.008273864929155,0
T0005,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.0078120399630989,0
T0008,0.8367512087011266,0.8367512087011266,0.5175797665716129,0.4183756043505633,5,2,7,0,7,0.0,-0.09920416222104955,0.09920416222104955,4.1.1.1,4.1.i1.2.1,4,0.006519558676028,-3
T0009,1.9793693482422128,1.9793693482422128,0.8909312307842623,0.9896846741211064,1,2,2,1,1,0.0,0.0987534433368441,0.0987534433368441,4.1.2.1,4.1.i1.1.1.1,4,0.0122218639148661,1
T0010,1.8218158558955462,1.8218158558955462,0.9873531478743568,0.033737330664732335,754,0,754,0,754,0.0,-0.9536158172096245,0.9536158172096245,"4.1.1.1,2.2.1.1","4.1.i1.2.1,2.2.1.1.1","2,4",0.4590220783724424,-754
T0011,0.99450192020258,0.99450192020258,0.47737631930063656,0.99450192020258,1,1,2,0,2,0.0,0.5171256009019434,0.5171256009019434,2.2.1.1,2.2.1.1.1,2,0.0085594568554079,0
T0012,0,0,0,0,0,0,0,0,0,0,0,0,4.1.1.3,4.1.i1.2.1,4,0.0094244633291715,0
T0018,0,0,0.7853268654745217,0,3,0,3,0,3,0,-0.7853268654745217,0.7853268654745217,2.2.1.1,2.2.1.1.1,2,0.0082304526748971,-3
T0019,0.32199004970679873,0.32199004970679873,0,0.32199004970679873,0,1,1,0,1,0.0,0.32199004970679873,0.32199004970679873,4.3.3,4.2.1.2.1.1.i4.1,4,0.0050325015726567,1
T0020,0.8119408404361232,0.8119408404361232,0.6471691061405114,0.4059704202180616,1,2,3,0,3,0.0,-0.24119868592244975,0.24119868592244975,3.1.1,3.1.1.i1,3,0.0113384819715677,1
T0021,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.1,4.2.1.2.1.1.i1,4,0.0084485851513222,0
T0022,1.6400344876141884,1.6400344876141884,0,0.4100086219035471,0,4,4,0,4,0.0,0.4100086219035471,0.4100086219035471,4.1.1.1,4.1.i1.2.1,4,0.0058670143415906,4
T0023,0,0,0.46980995507117085,0,1,0,1,0,1,0,-0.46980995507117085,0.46980995507117085,4.1.1.3,4.1.i1.2.1,4,0.0086950424233924,-1
T0024,0.5044562100493747,0.5044562100493747,0.43406516559392294,0.5044562100493747,2,1,3,0,3,0.0,0.07039104445545175,0.07039104445545175,4.1.1.3,4.1.i1.2.1,4,0.010575296108291,-1
T0025,0.2877312846045633,0.2877312846045633,0,0.2877312846045633,0,1,1,0,1,0.0,0.2877312846045633,0.2877312846045633,2.2.1,2.2.1.1.1,2,0.0089473684210526,1
T0026,3.3276218713760555,3.3276218713760555,0,0.4753745530537222,0,7,7,0,7,0.0,0.4753745530537222,0.4753745530537222,2.2.1.1,2.2.1.1.1,2,0.0080918290778559,7
T0028,1.151188199318846,1.151188199318846,0.30472200162331653,0.3837293997729487,1,3,4,0,4,0.0,0.07900739814963215,0.07900739814963215,4.3.2.1,4.2.1.2.1.1.i1,4,0.0091309130913091,2
T0031,6.134167031102076,6.134167031102076,0.5053150934047781,0.5576515482820069,11,11,16,6,10,0.0,0.05233645487722882,0.05233645487722882,2.2.1,2.2.1.1.1,2,0.0076692301191582,0
T0032,1.0364613280368165,1.0364613280368165,0,0.5182306640184082,0,2,2,0,2,0.0,0.5182306640184082,0.5182306640184082,2.2.1.1,2.2.1.1.1,2,0.007340146802936,2
T0033,9.805573722867402,9.805573722867402,0.6129137858150181,0.7542749017590309,11,11,16,6,10,0.0,0.1413611159440128,0.1413611159440128,2.2.1,2.2.1.1.1.i2,2,0.0068973128069304,0
T0034,0.4072092228267661,0.4072092228267661,0.3544842554695842,0.4072092228267661,2,1,3,0,3,0.0,0.05272496735718191,0.05272496735718191,2.2.1,2.2.1.1.1,2,0.0073916824389994,-1
T0035,0.9786738204187817,0.9786738204187817,0.49335785696296064,0.48933691020939085,3,2,5,0,5,0.0,-0.004020946753569787,0.004020946753569787,2.2.1.1,2.2.1.1.1,2,0.0084474220798135,-1
T0036,0,0,0.4654741082531273,0,4,0,4,0,4,0,-0.4654741082531273,0.4654741082531273,4.9,4.2.1.1.1.1.1.1.i2,4,0.0062954744826874,-4
T0038,0,0,0.5230205155858313,0,3,0,3,0,3,0,-0.5230205155858313,0.5230205155858313,2.2.1.1,2.2.1.1.1,2,0.0093429706928207,-3
T0039,0.5612633675860075,0.5612633675860075,0,0.5612633675860075,0,1,1,0,1,0.0,0.5612633675860075,0.5612633675860075,3.1.1,3.1.1.i1,3,0.0105014021758587,1
T0040,0.9336538003660755,0.9336538003660755,0.5496893635205051,0.46682690018303774,1,2,2,1,1,0.0,-0.08286246333746738,0.08286246333746738,2.2.1.1,2.2.1.1.1,2,0.0071983158657219,1
T0042,0.34934927104081337,0.34934927104081337,0.29581632120371826,0.34934927104081337,2,1,3,0,3,0.0,0.05353294983709511,0.05353294983709511,4.3.4.2.1,4.2.1.2.1.1.i3.1,4,0.0038107890780687,-1
T0043,0.208874103522233,0.208874103522233,0.5601030929177879,0.208874103522233,3,0,3,0,3,0.0,-0.3512289893955549,0.3512289893955549,2.2.1.1,2.2.1.1.1,2,0.0064010508855714,-3
T0044,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.0072740529842713,0
T0045,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.1,4.2.1.2.1.1.i1,4,0.0094526705446853,0
T0046,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1,2.2.1.1.1,2,0.0072596970472578,0
T0048,0.7413437213720457,0.7413437213720457,0.36283691397410645,0.37067186068602287,2,1,3,0,3,0.0,0.007834946711916424,0.007834946711916424,4.4.1.1,4.2.1.2.2.1.1,4,0.0046393683543209,-1
T0049,4.341163355744474,4.341163355744474,0.40473544987919047,0.8682326711488948,6,5,10,1,9,0.0,0.46349722126970433,0.46349722126970433,4.1.1.1,4.1.i1.2.1,4,0.0069541657258974,-1
T0051,1.3162321461702875,1.3162321461702875,0.5794822788684272,0.6581160730851437,5,2,7,0,7,0.0,0.07863379421671657,0.07863379421671657,4.4.1.1,4.2.1.2.2.1.1,4,0.0064694401193008,-3
T0052,0.7939481089491405,0.7939481089491405,0.47067351203374796,0.7939481089491405,6,1,7,0,7,0.0,0.3232745969153925,0.3232745969153925,2.2.1.1,2.2.1.1.1,2,0.0083175026954869,-5
T0054,5.645756235761879,5.645756235761879,0.7044773287625707,0.7057195294702349,8,8,10,6,4,0.0,0.0012422007076641206,0.0012422007076641206,4.3.2.1,4.2.1.2.1.1.i1,4,0.0055397277619499,0
T0055,1.2418134015045719,1.2418134015045719,0.5298541351425649,0.6209067007522859,1,2,2,1,1,0.0,0.09105256560972108,0.09105256560972108,2.2.1.1,2.2.1.1.1,2,0.0082946717278222,1
T0056,0.4745811032209316,0.4745811032209316,0.38745130907463426,0.4745811032209316,3,1,3,1,2,0.0,0.08712979414629735,0.08712979414629735,4.2.2,4.2.2.1,4,0.0124235597038944,-2
T0057,0,0,0,0,0,0,0,0,0,0,0,0,4.1.2.1,4.1.i1.1.1.1,4,0.0056395795949756,0
T0058,1.4938453061884505,1.4938453061884505,0.6788988650112354,0.49794843539615014,2,3,3,2,1,0.0,-0.18095042961508528,0.18095042961508528,3,3.1.1,3,0.0097172419456381,1
T0059,0.30828753904805484,0.30828753904805484,0,0.30828753904805484,0,1,1,0,1,0.0,0.30828753904805484,0.30828753904805484,2.2.1.1,2.2.1.1.1,2,0.0088760993798889,1
T0060,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.007029011461318,0
T0061,2.4610047379024187,2.4610047379024187,0.9238956834278447,0.6152511844756047,2,4,4,2,2,0.0,-0.30864449895224,0.30864449895224,2.2.1.1,2.2.1.1.1,2,0.0103889585947302,2
T0064,0,0,0.3163860802423603,0,1,0,1,0,1,0,-0.3163860802423603,0.3163860802423603,2.2.1,2.2.1.1.1,2,0.0097662179941301,-1
T0065,2.2042011721340895,2.2042011721340895,0.3196091849514335,0.4408402344268179,2,4,6,0,6,0.0,0.12123104947538443,0.12123104947538443,4.3.3,4.2.1.2.1.1.i4.1,4,0.0061860984620671,2
T0066,2.7772502846182414,2.7772502846182414,0.48248982624862874,0.08958871885865295,754,2,756,0,756,0.0,-0.3929011073899758,0.3929011073899758,2.2.1.1,2.2.1.1.1,2,0.1097231285541157,-752
T0067,0,0,0.4451612802583534,0,13,0,13,0,13,0,-0.4451612802583534,0.4451612802583534,2.2.1,2.2.1.1.1,2,0.0075280760212267,-13
T0068,1.736650398581014,1.736650398581014,0.7313155481833379,0.868325199290507,2,2,3,1,2,0.0,0.13700965110716912,0.13700965110716912,3.1.1,3.1.1.i1,3,0.0116168750395311,0
T0069,1.6300647081121382,1.6300647081121382,0.6355584585115674,0.8150323540560691,2,2,4,0,4,0.0,0.17947389554450166,0.17947389554450166,2.2.1.1,2.2.1.1.1,2,0.0086518798175239,0
T0070,1.2577593847148507,1.2577593847148507,0.29367630985136767,0.6288796923574254,1,2,3,0,3,0.0,0.3352033825060577,0.3352033825060577,2.2.1,2.2.1.1.1,2,0.0086163737450923,1
T0071,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.0068219667328798,0
T0072,1.9523497061856592,1.9523497061856592,0.9736015510629313,0.05742205018193115,482,1,483,0,483,0.0,-0.9161795008810002,0.9161795008810002,"4.1.2.1,4.8","4.2.1.1.1.1.1.1.i1,4.1.i1.1.1.1",4,0.411180383617218,-481
T0076,0.5003144597128053,0.5003144597128053,0,0.5003144597128053,0,1,1,0,1,0.0,0.5003144597128053,0.5003144597128053,4.1.2,4.1.i1.1.1.1,4,0.0096857247946381,1
T0077,0.6967185684892594,0.6967185684892594,0,0.6967185684892594,0,1,1,0,1,0.0,0.6967185684892594,0.6967185684892594,4.1.2.1,4.1.i1.1.1.1,4,0.0102858612265889,1
T0078,0.887427017553702,0.887427017553702,0.3876019966144576,0.1774854035107404,5,0,5,0,5,0.0,-0.2101165931037172,0.2101165931037172,2.2.1,2.2.1.1.1,2,0.0090269001624842,-5
T0079,0.6779905541956283,0.6779905541956283,0.33920977469621877,0.33899527709781413,2,2,2,2,0,0.0,-0.00021449759840463933,0.00021449759840463933,2.2.1.1,2.2.1.1.1,2,0.0078445447087776,0
T0082,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1,3.1.1.i1,3,0.0098319473319473,0
T0083,0.6659826248325383,0.6659826248325383,0.4345873795924005,0.33299131241626917,5,2,5,2,3,0.0,-0.10159606717613134,0.10159606717613134,2.2.1.1,2.2.1.1.1,2,0.0081668368091001,-3
T0085,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.0079391569711996,0
T0087,0.3082982220665169,0.3082982220665169,0.978956376491498,0.030829822206651692,479,0,479,0,479,0.0,-0.9481265542848464,0.9481265542848464,"4.1.2.1,4.8","4.2.1.1.1.1.1.1.i1,4.1.i1.1.1.1",4,0.4185719663696825,-479
