covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,Indel
HIV_High_CD4,0.2689709886509927,0.29610985260988987,0.007202310675807392,0.3035522403082242,0.5509557516790474,0.025133873907732765,0.4881898189306471,48243.66605583529,0.024517650374701147,254.62289661347276,253.28609028730727,0.6254176140598077,1.9600131584509608,-0.8109095343641801,1.3488515116661657,1.3086171757461544,0.4444536364737865,3.8529978655239168,fhaB_c.-36delG
HIV_Low_CD4,0.22031279924305275,1.0095780784508077,0.06223914894802049,1.0738918656970955,1.0362875400665086,0.06370362889116711,0.21259813586961893,8085.57545246423,0.059888513267152665,245.39030355953028,238.1622818817916,0.8316457848377895,1.9602574231903522,-1.8110775437319904,2.251703142218096,1.2464665634120218,0.16347788728871115,9.503908568137362,fhaB_c.-36delG
INH_AUC,-0.0028088211853802467,0.0010315613806748188,1.478800152285762e-06,0.0010330894741655142,0.032141709260173366,0.0014813403441835437,-0.08738866880550883,13254825.657320525,0.0014791492207677525,260.63646508008895,260.6313401517842,0.9303625772245631,1.9599641635142255,-0.06580541948941337,0.060187777118652884,0.9971951198620829,0.9363130348360126,1.062035953874031,fhaB_c.-36delG
Indel_Sample1,2.9025679557569806,0.7270561018021081,0.00017162938892543612,0.7272334521706644,0.8527798380418385,0.00024392941358541224,3.4036545263803206,487619991.99291056,0.00024386992653724086,260.95890083932585,260.958761182395,0.0006649079724570618,1.9599639894050538,1.231150182304303,4.573985729209658,18.220875745762285,3.4251668378344933,96.92967632268983,fhaB_c.-36delG
Lineage_3,0.2814585738910021,1.2053678297700114,0.0005266057975022036,1.205911989094097,1.0981402410867644,0.00045144669589318475,0.2563047626890161,142421997.78854778,0.00045124298373913066,260.9047717938084,260.9042938397261,0.797715520335345,1.959964001196689,-1.8708567669045095,2.4337739146865136,1.3250611030588382,0.15399167031353556,11.401830522810913,fhaB_c.-36delG
Lineage_4,-0.39076032269123,0.19206646036902422,6.886109684422947e-05,0.19213761683576325,0.43833505088660574,0.0003704783573473559,-0.8914649236944481,211443357.80448535,0.0003703411539649768,260.92588899623274,260.92556700817767,0.3726798021084867,1.959963995759471,-1.2498812405083728,0.4683605951259128,0.6765422884437472,0.28653882404469955,1.597373303874872,fhaB_c.-36delG
PZA_AUC,-0.0069288917184156295,2.6561605691406364e-05,8.00879383324558e-09,2.6569881445034054e-05,0.005154598087633414,0.00031156827353869665,-1.3442157081148554,298924922.2303278,0.00031147122898562453,260.9412553745454,260.941027590663,0.1788786445879754,1.9599639924760641,-0.0170317183658631,0.0031739349290318417,0.9930950577055613,0.9831125014183674,1.003178977193694,fhaB_c.-36delG
RIF_AUC,0.03674107635563987,1.0883230780229665,0.00014765805120398688,1.0884756580092108,1.0433003680672268,0.0001401973268096957,0.03521620185345549,1475843468.0343597,0.000140177674274484,260.9859668560894,260.98592070372683,0.9719073430383963,1.959963986147454,-2.008090071790508,2.0815722245017874,1.0374243723606968,0.13424482795763665,8.017063634716827,fhaB_c.-36delG
cxr_cavity_chest_radiograph_1,0.5111574732591045,0.3986943664810056,0.014785855557183427,0.41397308389009513,0.643407401177586,0.03832187934819351,0.7944538286683784,21289.644544422277,0.036907514047811514,251.38886272418176,248.45509631161994,0.4269401334928309,1.9600754191770726,-0.7499695583056832,1.7722845048238924,1.6672198409354135,0.4723809325980912,5.884280685760978,fhaB_c.-36delG
diabetes,0.6901564016405225,0.5902904839308765,0.00034508610546441084,0.5906470729065231,0.7685356679468579,0.0006040906729038762,0.8980147967423223,79564307.16026932,0.0006037259676778121,260.8649702955346,260.86411500863466,0.3691776636736541,1.9599640143558261,-0.8161458512842373,2.196458654565282,1.9940273780090978,0.4421324189959041,8.993109334257326,fhaB_c.-36delG
high_lung_involvement,-0.2316778813056112,0.1916288396120043,0.000735851442156074,0.19238921943556558,0.43862195503139784,0.003967982194646884,-0.5281949037161786,1856514.2803123489,0.003952299540442497,259.99091706130827,259.9545123792735,0.5973641293387423,1.959965262350182,-1.0913616764712746,0.6280059138600522,0.7932015872192859,0.33575898717662817,1.8738701925980505,fhaB_c.-36delG
screen_sex,-0.0009696850382443149,0.251815222264574,3.324669782653749e-05,0.2518495771856614,0.5018461688462525,0.0001364290878782796,-0.0019322356101146032,1558484687.0037417,0.0001364104775212543,260.98695017941634,260.9869064740291,0.998458299998435,1.959963986062219,-0.9845701025201989,0.9826307324437102,0.9990307849543653,0.3735998020321213,2.671474941522383,fhaB_c.-36delG
screen_years,-0.011793784627521713,0.0003272279375067741,4.5174851740250823e-07,0.00032769474430809005,0.018102340851616126,0.0014265493492781668,-0.6515060524047528,14290999.365703126,0.0014245172051860727,260.6507252684568,260.64597139787406,0.5147198818690247,1.959964150537642,-0.04727372373750237,0.02368615448245894,0.9882754894484439,0.9538262769610865,1.0239688994062044,fhaB_c.-36delG
smear_pos_no_contam_sputum_specimen_1,1.4719796577082167,1.1422460457390735,0.001366902255565623,1.1436585114031579,1.0694197077869652,0.0012365686616761821,1.3764284003651857,19012311.984358344,0.0012350414481255589,260.7001827149389,260.696607996967,0.16868905650452934,1.9599641093155877,-0.6240445873489986,3.5680039027654322,4.357853665984542,0.5357730684340949,35.44576928743288,fhaB_c.-36delG
HIV_High_CD4,0.15134175287150387,0.28503966396187835,0.007063365883081531,0.29233847537439595,0.5406833411289791,0.025606300930433794,0.27990829633384534,46522.78106564458,0.02496698870434363,254.50560917398502,253.1208964275766,0.7795491064410892,1.9600149774481799,-0.9084056937980186,1.2110891995410262,1.1633941834531185,0.40316648274294054,3.357139256428548,Rv0043c_c.-98_-97insCC
HIV_Low_CD4,0.11496867190192023,0.9991372633621131,0.06192434347610677,1.0631257516207568,1.0310798958474348,0.06404374114055297,0.11150316514262804,8005.041245025685,0.06018901165839686,245.31186670125638,238.0178865370718,0.9112201513569207,1.9602603757500057,-1.906216392160249,2.1361537359640894,1.1218382919613785,0.1486417259814861,8.466809336347294,Rv0043c_c.-98_-97insCC
INH_AUC,0.005541745606896,0.0009793451120073604,1.280029195939949e-06,0.000980667808843165,0.031315616054025906,0.0013505931868016238,0.1769642850817734,15941207.235921403,0.001348771545142203,260.67049659427704,260.6662341820454,0.8595364453933209,1.9599641333538402,-0.055835738672874495,0.0669192298866665,1.0055571294837973,0.9456944641605713,1.069209114545488,Rv0043c_c.-98_-97insCC
Indel_Sample1,15.26481728889475,12373481.056635294,0.00016927165985235876,12373481.056810208,3517.595920058216,1.4136203685405589e-11,0.004339559641245581,1.4512171748124188e+23,1.4136203685205755e-11,261.0225563872876,261.0225563872876,0.9965375432289398,1.9599639845400538,-6879.0964981902425,6909.626132768032,4260160.053972228,0.0,inf,Rv0043c_c.-98_-97insCC
Lineage_3,-14.754797941492559,12373480.151219783,0.0007260008099210374,12373480.151969984,3517.595791441931,6.062973615749085e-11,-0.00419456890907988,7.889085108517993e+21,6.062973615381487e-11,261.02255637515174,261.02255637515174,0.996653228042303,1.9599639845400538,-6909.115861337344,6879.606265454359,3.9090630239662294e-07,0.0,inf,Rv0043c_c.-98_-97insCC
Lineage_4,-0.4996580725705319,0.1815308715044883,3.483052185475155e-05,0.1815668630437382,0.4261066334190753,0.000198266768355266,-1.1726127532004855,738023749.2006463,0.00019822746643609644,260.9708145509414,260.97072226970784,0.2409511332108974,1.95996398775441,-1.3348117290151893,0.3354955838741254,0.6067380846421181,0.26320772516912305,1.3986333536321736,Rv0043c_c.-98_-97insCC
PZA_AUC,-0.008411121387029818,2.4463422603753674e-05,8.882480179241667e-09,2.4472601166605556e-05,0.004946978993952325,0.0003751953682259773,-1.7002541141396401,206162129.05045888,0.0003750546494586688,260.9246586675894,260.9243284343325,0.08908313894796338,1.9599639960468773,-0.018107022104376577,0.001284779330316942,0.9916241531257786,0.9820559250422846,1.0012856050128496,Rv0043c_c.-98_-97insCC
RIF_AUC,0.19084664782087793,1.0399433885853862,0.0001653513942484581,1.0401142516927764,1.0198599176812355,0.0001643003929497499,0.18713025633440808,1074641211.7533102,0.00016427340276512433,260.97967732744064,260.97961394779844,0.8515585060683362,1.9599639867475545,-1.808042062361669,2.189735358003425,1.2102738397189778,0.1639748752873311,8.932848794923203,Rv0043c_c.-98_-97insCC
cxr_cavity_chest_radiograph_1,0.5762238230430085,0.39045311470521615,0.013703900344100826,0.4046138117274537,0.6360926125396,0.03626734296364507,0.9058803886157938,23676.098785788385,0.03499805644740598,251.88727422835981,249.23568463118045,0.36500838408175973,1.960064186455467,-0.6705585260647554,1.8230061721507722,1.7793067515886425,0.5114228550075272,6.19044003460176,Rv0043c_c.-98_-97insCC
diabetes,0.48658686736472545,0.5772910846920608,0.0002480964627286628,0.5775474510368803,0.7599654275273845,0.00044408505798486294,0.6402750042826019,147180853.8186541,0.00044388793398596004,260.90669162769734,260.9062291206572,0.5219938290878207,1.9599640006581236,-1.0029180123337085,1.9760917470631592,1.62675440519904,0.3668075291116844,7.214491756053174,Rv0043c_c.-98_-97insCC
high_lung_involvement,-0.12522933479973786,0.1808793158344959,0.000674002304783386,0.18157578488277204,0.42611710231199595,0.0038504626416954874,-0.29388478922877637,1971107.0744804316,0.0038356934473713885,260.02135388181244,259.98705732455664,0.7688459725163963,1.9599651880630349,-0.9604040213695445,0.7099453517700688,0.8822945385396177,0.3827382203131517,2.0338801076619,Rv0043c_c.-98_-97insCC
screen_sex,0.0295844761684924,0.24224623205314136,4.1114210058105194e-05,0.24228871673686808,0.4922283176909554,0.0001753780992448579,0.06010315763073785,943190891.9724249,0.00017534734716040528,260.97678677816526,260.97671456705194,0.9520734750989599,1.9599639870552088,-0.9351652999145506,0.9943342522515353,1.0300264444842218,0.39252097648471695,2.702924276400083,Rv0043c_c.-98_-97insCC
screen_years,-0.00860422063132802,0.0003015708583252111,3.6412394727669054e-07,0.00030194711973739703,0.017376625671786713,0.001247671655926903,-0.49516061367991193,18675851.76097401,0.0012461169111768562,260.69729176926006,260.6936527315274,0.6204867561573097,1.9599641115635176,-0.042661783328103275,0.025453342065447235,0.9914326897374949,0.9582354264635181,1.0257800443757086,Rv0043c_c.-98_-97insCC
smear_pos_no_contam_sputum_specimen_1,1.5687018616629138,1.156155672214875,0.0011263844280372947,1.1573196027905135,1.0757878986075804,0.0010067247894124574,1.458188796967622,28671503.181622036,0.0010057123138950417,260.7600427918107,260.75767126698736,0.1447885218502871,1.9599640672797451,-0.5398037636223294,3.677207486948157,4.800412547723224,0.5828626200013068,39.5358354397249,Rv0043c_c.-98_-97insCC
