covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,Indel
smoked_substance_use,0.1659537851528472,1.1805185429785487,0.19625710083557263,0.33899336837403676,0.4008938730641079,1,0.3977793926242006,1.4035340374691,0.6397075344768104,3.0793881393712472,mce2D
screen_years,-0.06952876616742873,0.9328332989597351,0.18675078778993548,-0.005448165333686362,0.014633499545003812,1,0.7096637268475731,0.9945666490032029,0.9664465375248255,1.0235049543897312,mce2D
high_lung_involvement,0.048911869384439595,1.050127798252457,0.1871280903512421,0.09781821839762266,0.3742350607464435,1,0.7937981225586308,1.102762304988419,0.5295810681667528,2.2963145293563505,mce2D
F2,0.037718897029747775,1.038439283479486,0.13238981019889146,0.06860965158929258,0.24081347724868124,1,0.7757147368155635,1.0710180573446864,0.6680608005433503,1.71702886657238,mce2D
underweight,0.23538823031302394,1.2653999399977414,0.17769431908377792,0.4721909683299003,0.356456448494948,1,0.18527708583893687,1.6035035728887308,0.7973585452544317,3.224676933068379,mce2D
HIV_High_CD4,-0.10269800339907205,0.902399453903123,0.18660957780950735,-0.27318977606880174,0.4964052570328119,1,0.5820888087715064,0.7609483641361995,0.2876168111558816,2.0132425867406285,mce2D
Indel_Sample1,0.1643145229268076,1.178584948790854,0.19402911916162405,0.5703960916193951,0.6735463747135895,1,0.397075966978621,1.7689675859224216,0.47249385154472523,6.6228297147439,mce2D
fstrom1_baseline,-0.04490745690914198,0.9560859568887357,0.1638166794064462,-0.09627773723273453,0.35120891495020723,1,0.7839828876794295,0.908211736822136,0.4562864159067404,1.807742966141841,mce2D
RIF_pred_MIC_high,0.7142262302305883,2.0426055641903598,0.24173479274244464,1.4762577905625391,0.4996496291109909,1,0.0031308889576788703,4.376537079493937,1.6437208987688925,11.652876606077864,mce2D
screen_sex,-0.028074808706317483,0.9723156264063297,0.1800056791076997,-0.057485566821981186,0.3685769902451123,1,0.8760596331588699,0.9441355171640762,0.4584595593569001,1.9443195295590943,mce2D
diabetes,0.19144403990889267,1.210997063737802,0.1319868148540456,0.896650037615879,0.6181753297726079,1,0.1469251247943224,2.451377318994524,0.7298243831057327,8.23383117800025,mce2D
smear_pos_no_contam_sputum_specimen_1,0.08307300850647892,1.086621138238743,0.22243554492440018,0.18915132893683445,0.5064699073942635,1,0.7087986507430019,1.2082237778689302,0.4477539353959482,3.2602833431647373,mce2D
bl_prevtb,0.3458927410101292,1.4132510238107718,0.16960995576364798,0.7159952922978412,0.35109129350031887,1,0.04141588630097363,2.046222258347322,1.0282609752116671,4.071948300570403,mce2D
TTP_baseline,0.08351253337930245,1.0870988402295978,0.21345521134647213,0.2337014886094993,0.59733310228485,1,0.6956187483165928,1.2632673362287887,0.39178193641053904,4.073297450626543,mce2D
HIV_Low_CD4,0.33378068100809827,1.3962368887250893,0.14278531263812794,1.1204319212213074,0.4793004246924681,1,0.019405922816991838,3.0661782647881624,1.1984395685477887,7.844741944603489,mce2D
Lineage_2,0.6910794011730624,1.995868713992274,0.2642092194402094,1.380329339198365,0.5277190097997029,1,0.008905724508530586,3.976210934001471,1.4134295923252223,11.185738205511539,mce2D
peth_value_baseline,-0.2275668444094526,0.7964691802060723,0.2824177777652826,-0.0006479702686429724,0.0008041519572106881,1,0.420369206704866,0.9993522396187556,0.9977783922885844,1.00092856945951,mce2D
smoked_substance_use,0.16394989675972935,1.178155284216634,0.19566493181867545,0.33490003072823976,0.39968425094250437,1,0.4020804088348535,1.3978006411253663,0.6386065727569633,3.0595467000839447,recC_c.-251delG
screen_years,-0.049639963444881266,0.9515719635254238,0.18403670434273858,-0.0038897098699351455,0.014420828212477317,1,0.7873690526579391,0.9961178452525818,0.968357430192355,1.0246740828265708,recC_c.-251delG
high_lung_involvement,0.04895140884646511,1.0501693205615374,0.1859303492513469,0.09789729285910637,0.3718397137280646,1,0.7923361561678142,1.102849508771581,0.5321152626082628,2.2857398095215444,recC_c.-251delG
F2,0.03126126556188441,1.0317550307337797,0.13409472341905998,0.05686339493834299,0.24391466819637753,1,0.8156618341673803,1.0585112025305554,0.656258462430277,1.7073242175550953,recC_c.-251delG
underweight,0.2354204195470744,1.2654406729081544,0.1773918212588782,0.47225554023129007,0.3558496350588338,1,0.18446864413670172,1.603607117506318,0.7983589837239692,3.2210519825577997,recC_c.-251delG
HIV_High_CD4,-0.11086324386761594,0.8950611456601162,0.1856711540038353,-0.2949103562292684,0.493908930124362,1,0.550444221426893,0.744598333076458,0.282817328830539,1.9603702499872138,recC_c.-251delG
Indel_Sample1,0.051740213984756846,1.053102125769104,0.14777664332307203,0.26353316413503947,0.7526842933362743,1,0.7262453124236778,1.3015204580261335,0.29769049412259657,5.690324468214094,recC_c.-251delG
fstrom1_baseline,-0.06828201155744305,0.9339970384736204,0.16335178764523145,-0.1463907782565114,0.35021222687413883,1,0.6759428010732376,0.8638200751171916,0.43483260855289796,1.71602843829661,recC_c.-251delG
RIF_pred_MIC_high,0.6959025031988748,2.0055182440581314,0.24635728765202516,1.438383873814935,0.5092040165491291,1,0.004731466915255847,4.213880148940784,1.5532699293098613,11.431873864658398,recC_c.-251delG
screen_sex,-0.01975532473219929,0.9804385330223181,0.17976753351691982,-0.04045071337306149,0.3680893668238686,1,0.9124936554217749,0.960356496077347,0.4667821513702024,1.975835187465213,recC_c.-251delG
diabetes,0.18122888799597958,1.1986895135366495,0.13094548765390973,0.8488062063254175,0.6132981548361794,1,0.16635767586848627,2.3368554628162466,0.7024113422521167,7.774494979800675,recC_c.-251delG
smear_pos_no_contam_sputum_specimen_1,0.05733224841437572,1.0590076055483282,0.21777575742001737,0.13054144990632088,0.49585990283485804,1,0.7923480555853992,1.1394451688102416,0.43113841108358913,3.0114117864420082,recC_c.-251delG
bl_prevtb,0.3288738798983457,1.38940261293825,0.1687076119716915,0.6807663817381052,0.3492234488465449,1,0.0512510264961672,1.9753910558954222,0.9963078323170428,3.9166306809378684,recC_c.-251delG
TTP_baseline,0.06731404136954741,1.0696313339245567,0.21086917330413907,0.18837162562096912,0.5900963329564773,1,0.7495583115908615,1.2072820889497122,0.3797675460414383,3.837953130781065,recC_c.-251delG
HIV_Low_CD4,0.32490692348552713,1.383901831227207,0.14209338622301718,1.0906445735550558,0.47697777246381046,1,0.02222074920745326,2.976191828976864,1.1685753041923301,7.579928970851158,recC_c.-251delG
Lineage_2,0.647848129841211,1.9114232656857058,0.2580441222603671,1.293981240718063,0.5154051360221015,1,0.012052279789908903,3.647278382091536,1.32817489000977,10.01572887466228,recC_c.-251delG
peth_value_baseline,-0.22302101565286903,0.8000980345353133,0.2838016523665693,-0.0006350265470377786,0.0008080923800762902,1,0.43196468705075497,0.9993651750396468,0.9977836013386842,1.0009492556723412,recC_c.-251delG
smoked_substance_use,0.17540359601625335,1.1917270958737092,0.19845207461923603,0.358296472621603,0.4053775403437149,1,0.376772485117288,1.430889777244842,0.6464697278140109,3.167117448093164,Rv1894c
screen_years,-0.04062866185593658,0.9601856173001113,0.18487175923440227,-0.0031835983763116586,0.014486261807279386,1,0.826052832384613,0.99682146389949,0.9689171708060881,1.025529385617199,Rv1894c
high_lung_involvement,0.040739817129305904,1.0415810687349167,0.18710050263854147,0.08147503621485867,0.37417988843469174,1,0.8276293899717962,1.0848861343815899,0.5210527113883472,2.2588461759221374,Rv1894c
F2,0.04105944113928317,1.0419140362621957,0.13462158215352826,0.07468601080237161,0.24487300995754133,1,0.7603669523908119,1.077545760033275,0.6668059069440914,1.7412936101405014,Rv1894c
underweight,0.21544375037752803,1.240412208242311,0.17856147859353796,0.43218215700974905,0.35819597849636553,1,0.22760463266866948,1.5406157235563336,0.7634794576012752,3.1087893512238485,Rv1894c
HIV_High_CD4,-0.145047510162525,0.8649811967372633,0.18602407345930586,-0.38584486074824215,0.4948477408491983,1,0.4355531100613548,0.6798759929518874,0.25775941975964095,1.7932666291045447,Rv1894c
Indel_Sample1,0.1558590936212221,1.1686615196249188,0.10293896636947847,1.2776688160324638,0.843851354637859,1,0.13000243804705164,3.5882650619374457,0.6864310832606324,18.757376332027423,Rv1894c
fstrom1_baseline,-0.06403396296516008,0.9379731426405907,0.16121515953523755,-0.13728332630377238,0.34563147940152494,1,0.6912231765358584,0.8717232090258141,0.44276834106182034,1.716250424165182,Rv1894c
RIF_pred_MIC_high,0.7412681555468126,2.098595172816616,0.24840300948905633,1.5321516393602765,0.5134323865969026,1,0.0028438111669105187,4.62812417103925,1.6918839191612656,12.660167225406493,Rv1894c
screen_sex,0.005116654401464731,1.005129766831983,0.18041444025534822,0.010476786558983677,0.369413963579933,1,0.9773745807898232,1.0105318602510216,0.4898964300596464,2.084470467478318,Rv1894c
diabetes,0.18384687438995337,1.2018317777814893,0.1318463110831624,0.8610678447642615,0.6175172643060227,1,0.16319598234847255,2.3656855303065285,0.7052212094565894,7.93576250012965,Rv1894c
smear_pos_no_contam_sputum_specimen_1,0.06672125033260487,1.0689974539547178,0.2185393619244753,0.15191953915759707,0.4975985759538062,1,0.7601335530117233,1.164066570887052,0.4389561537444788,3.0869848159037985,Rv1894c
bl_prevtb,0.3374580708268881,1.4013808484199142,0.16943368872441703,0.6985355904097674,0.3507264220956514,1,0.04640593217206791,2.0108059068814383,1.0111865412857783,3.9986097817401287,Rv1894c
TTP_baseline,0.07716696420147308,1.0802224198104708,0.20995183286311017,0.21594404666724806,0.5875292472993288,1,0.7132117582225086,1.2410329371290505,0.3923534772193595,3.9254469259567015,Rv1894c
HIV_Low_CD4,0.28582566791024144,1.3308604233487966,0.14807798017225293,0.9594569741538315,0.497066802410121,1,0.05357741905524644,2.6102786397307125,0.9853325737417962,6.914979529358269,Rv1894c
Lineage_2,0.6347285245833522,1.8865099308660993,0.2595607116185474,1.267776761138171,0.5184342999402545,1,0.014469348389127277,3.552944730314631,1.2861640771754224,9.814779063331569,Rv1894c
